Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location
0.63,46,26,6107028,Marble,24123.24,98.96,No,Yes,No,Roadways,Yes,Working Class,No
0.54,24,11,483660,Marble,1070.34,79.13,No,No,Yes,Roadways,No,Working Class,No
0.22,8,5,51,Wood,5.66,24.99,No,No,Yes,Airways,No,Working Class,No
0.41,10,5,93,Wood,4.31,17.43,Yes,No,No,Waterways,No,Working Class,Yes
0.62,31,11,405792,Marble,1197.93,61.29,No,Yes,Yes,Airways,No,Wealthy,No
0.22,38,8,657776,Marble,993.26,42.27,No,No,No,,Yes,Working Class,No
0.82,,16,86578,Bronze,261.02,52.13,No,No,No,,No,Working Class,No
,17,6,55632,Stone,234.87,34.46,Yes,No,No,,No,Wealthy,No
0.2,19,7,1632,,4.39,21.62,No,Yes,No,Airways,Yes,Wealthy,No
0.89,31,17,61523,Brass,396.42,51.17,No,No,No,,No,Working Class,
0.55,5,5,192,Clay,6.27,12.02,No,No,No,Roadways,Yes,Working Class,No
0.71,7,5,646,Brass,4.57,17.17,No,Yes,No,Airways,No,Wealthy,Yes
0.6,25,12,1284485,Stone,7232.36,36.1,No,Yes,No,Airways,No,Working Class,
0.58,6,4,42,Wood,6.66,15.34,No,No,Yes,Roadways,No,Working Class,No
0.35,27,15,342,Wood,5.43,18.98,No,No,Yes,,No,Working Class,Yes
0.55,9,4,8782,Stone,6.9,67.19,Yes,No,Yes,,No,Working Class,
0.94,15,8,982,Clay,5.15,13.53,Yes,No,Yes,Waterways,Yes,Working Class,No
,4,4,151,Bronze,6.71,22.73,Yes,No,No,,No,Wealthy,Yes
0.17,28,16,32588,Bronze,77.43,90.5,No,Yes,Yes,Roadways,No,Wealthy,No
0.61,8,5,9736,Stone,10.69,71.3,No,No,Yes,Roadways,No,Working Class,No
0.71,52,15,8227855,Stone,61427.23,30.86,Yes,No,No,Waterways,No,Working Class,No
0.6,56,34,26793635,Marble,47062.62,95.25,Yes,Yes,Yes,,Yes,Working Class,
0.66,42,29,44587296,Stone,114355.43,97.53,Yes,No,Yes,Roadways,No,Working Class,No
0.63,37,,854,Wood,4.27,23.12,No,No,Yes,,No,Working Class,Yes
0.54,11,7,252,Clay,5.69,13.52,No,No,Yes,Roadways,Yes,Working Class,Yes
0.76,18,10,2770,,23.68,15.29,No,No,No,,Yes,Working Class,
,8,5,81,Wood,5.2,10.61,No,No,No,Airways,No,Working Class,No
0.56,9,5,1615,Brass,5.32,24.74,Yes,No,No,Waterways,No,Working Class,No
0.55,15,7,110,Wood,4.75,14.85,No,No,Yes,Waterways,No,Working Class,No
0.89,17,,65593,Marble,69.76,99.81,No,No,No,Roadways,No,Working Class,Yes
0.17,43,9,12382,Bronze,17.73,81.38,No,Yes,No,Airways,No,Wealthy,No
0.27,9,5,220,Bronze,3.06,19.5,No,No,No,Roadways,No,Working Class,No
0.09,49,31,,Aluminium,5.12,78.74,Yes,No,No,Waterways,No,Wealthy,No
0.5,25,10,,Wood,3.14,21.73,Yes,No,No,Waterways,No,Wealthy,Yes
0.54,28,14,29873,Bronze,17.14,82.1,No,No,No,Roadways,No,Working Class,
,18,8,,,202.12,82.25,Yes,Yes,Yes,Airways,No,Wealthy,No
0.9,8,4,44,Wood,6.22,10.9,No,Yes,No,Airways,No,Wealthy,No
0.3,31,17,,Marble,5032.72,67.5,No,No,No,Airways,No,Working Class,No
0.11,7,5,112,Aluminium,6.95,14.71,No,No,No,Roadways,No,Working Class,Yes
0.69,11,8,827,Clay,6.22,20.2,No,No,No,Waterways,Yes,Working Class,Yes
0.1,26,13,,Stone,241.24,75.79,No,No,Yes,Roadways,No,Wealthy,
0.22,20,9,182870,Marble,407.14,32.72,Yes,No,Yes,Airways,No,Working Class,No
0.67,17,9,8069,Brass,38.13,97.67,No,Yes,Yes,,No,Working Class,
0.84,18,6,49418,Marble,384.12,51.76,No,Yes,No,Airways,No,Working Class,No
0.7,23,12,469,Wood,5.69,13.55,No,No,No,,No,Working Class,Yes
0.92,12,8,86,Wood,5.44,23.41,No,No,No,Roadways,No,Wealthy,No
0.08,8,,59,Aluminium,4.23,10.43,No,Yes,Yes,,No,Working Class,No
0.42,13,7,319,Aluminium,3.9,19.17,No,Yes,Yes,Roadways,No,Working Class,No
0.57,20,8,472,Aluminium,3.92,20.26,Yes,No,No,Waterways,No,Working Class,No
0.33,11,7,88,Wood,4,19.9,No,Yes,No,Airways,No,Working Class,No
0.15,5,4,69,Aluminium,4.1,10.23,No,No,No,Roadways,No,Working Class,No
0.28,9,5,48,Wood,5.05,15.75,No,No,No,,No,Wealthy,No
0.29,6,5,197,Clay,3.53,22.42,Yes,Yes,Yes,Airways,Yes,Wealthy,No
0.29,,6,,Brass,3.26,14.72,Yes,Yes,Yes,,No,Wealthy,Yes
0.34,7,5,99,,5.04,17.86,No,No,Yes,Roadways,No,Working Class,No
0.39,5,,2006,,6.06,14.17,Yes,No,Yes,,No,Working Class,Yes
0.63,12,6,272,Aluminium,6.05,18.01,No,Yes,No,Airways,No,Wealthy,No
0.16,29,8,228818,Marble,694.44,72.78,Yes,No,No,Waterways,No,Wealthy,No
0.14,29,14,5602,Clay,14.95,83.9,No,Yes,No,Airways,Yes,Working Class,Yes
0.07,17,8,5220,Bronze,6.46,44.66,Yes,Yes,No,Airways,No,Working Class,No
0.76,20,12,310154,Marble,284.11,49.22,No,No,No,Roadways,No,Working Class,Yes
0.3,36,20,50259,Bronze,68.51,74.32,No,Yes,No,Airways,No,Wealthy,No
0.56,4,3,78,Bronze,6.4,12.62,No,Yes,Yes,Roadways,No,Working Class,No
0.23,21,12,,Bronze,21.19,42.28,No,Yes,Yes,Roadways,No,Working Class,No
0.75,27,12,923,Aluminium,9.48,10.88,No,No,Yes,Waterways,No,Working Class,No
,28,14,4267,Clay,6.7,11.97,No,No,No,Airways,Yes,Working Class,Yes
0.45,33,24,1373,Wood,6.82,24.63,No,No,No,Roadways,No,Wealthy,Yes
0.08,38,16,2123,Aluminium,5.96,11.1,Yes,No,Yes,Waterways,No,Working Class,No
0.2,12,7,406,Aluminium,6.38,11.63,No,No,Yes,Roadways,No,Working Class,Yes
0.75,29,8,366,,5.86,24.64,No,No,Yes,Roadways,No,Wealthy,No
0.16,24,14,4123,Clay,12.13,20.24,No,No,No,,Yes,Working Class,No
0.01,20,12,2192,Clay,6.97,16.31,Yes,No,Yes,,Yes,Working Class,No
0.17,22,13,1298546,,2672.81,34.45,No,Yes,No,,No,Wealthy,No
,,11,2821,Clay,10.47,18.84,No,Yes,Yes,Roadways,Yes,Wealthy,No
0.31,15,8,189,,4.51,17.02,No,No,Yes,,No,Working Class,No
0.2,27,13,1084068,Stone,4545.04,62.58,No,No,Yes,Roadways,No,Working Class,No
,37,10,515049,Marble,2001.4,60.36,Yes,Yes,No,,Yes,Wealthy,Yes
,51,24,146762,,468.68,82.02,Yes,No,No,Waterways,No,Working Class,No
0.18,39,20,44914,Bronze,84.26,74.78,No,No,Yes,Waterways,No,Wealthy,No
0.7,33,10,27633,Brass,97.91,66.81,No,Yes,No,Roadways,No,Working Class,No
0.22,17,11,6681,,20.58,36.7,Yes,No,No,,No,Working Class,
0.35,26,11,1802,Aluminium,8.4,19.51,No,No,No,Roadways,No,Working Class,No
0.81,11,8,1885,Bronze,5.91,17.32,No,Yes,Yes,Airways,No,Working Class,No
0.7,14,6,3168,Brass,15,19.57,Yes,No,No,Waterways,No,Working Class,No
0.31,,,70492,Stone,189.19,73.92,No,No,Yes,,No,Working Class,No
0.46,18,8,101218,Marble,223.17,62.93,Yes,No,No,Waterways,No,Working Class,No
0.18,6,4,,Marble,6.65,17.39,No,No,No,,No,Working Class,No
0.63,33,7,596,Aluminium,5.84,18,Yes,Yes,Yes,Airways,No,Working Class,No
0.76,12,7,569,Clay,5.62,17.33,Yes,No,Yes,Waterways,Yes,Working Class,
0.56,29,12,921887,Stone,2216.32,64.94,No,Yes,Yes,Airways,No,Wealthy,No
,27,8,10095,,43.05,86.32,No,Yes,No,Roadways,No,Working Class,No
0.07,15,7,3746,Bronze,6.52,14.81,Yes,No,Yes,,No,Working Class,No
,20,12,182528,Marble,505.52,96.31,Yes,No,Yes,Waterways,No,Working Class,Yes
0.39,13,8,,Wood,6.04,19.41,Yes,No,Yes,Airways,No,Wealthy,Yes
0.69,27,,1768,Aluminium,5.12,24.56,No,Yes,No,,No,Working Class,No
0.56,42,19,1505,Wood,6.37,11.69,No,No,No,Roadways,No,Working Class,No
0.23,18,8,88937,Stone,67.76,47.78,Yes,No,No,,No,Working Class,No
0.25,11,7,1197,Bronze,3.66,18.64,Yes,No,Yes,Waterways,No,Working Class,Yes
0.41,47,,2030,Wood,5.31,13,No,No,No,Roadways,No,Working Class,
0.05,30,7,255757,Marble,758.46,81.98,No,No,No,Roadways,No,Working Class,Yes
0.22,8,4,91,Aluminium,3.18,10.85,Yes,No,No,Waterways,No,Working Class,Yes
0.5,11,7,51594,,53.85,95.27,Yes,Yes,Yes,Airways,No,Wealthy,Yes
0.21,13,6,,Wood,6.19,24.15,No,No,No,,No,Working Class,No
,28,14,1027336,Stone,1719.55,77.68,No,Yes,No,Airways,No,Wealthy,No
0.29,19,8,,Brass,19.13,15.14,No,No,No,Roadways,No,Working Class,Yes
0.16,41,16,2823,Aluminium,5.05,16.64,No,No,Yes,Waterways,No,Working Class,No
,9,5,161,,5.35,20.95,Yes,Yes,No,Airways,No,Working Class,No
0.53,,6,6144,Brass,24.76,67.36,Yes,No,Yes,,No,Working Class,
0.01,13,6,1913,Bronze,5.9,20.78,No,No,No,Roadways,No,Working Class,No
0.68,34,25,7472933,Stone,37696.04,70.43,No,No,No,Airways,No,Wealthy,No
0.85,36,,19543,Bronze,31.32,85.92,No,No,No,,No,Working Class,No
0.19,24,12,21122,Brass,97.98,80.05,Yes,Yes,No,Airways,No,Working Class,
0.34,,20,,Stone,2555.78,48.36,No,No,No,Roadways,No,Working Class,No
0.08,19,16,8192,Bronze,23.84,33.46,No,No,Yes,Airways,No,Wealthy,No
0.68,23,21,36002,Bronze,72.87,99.47,No,Yes,No,,No,Working Class,No
0.64,26,6,1430,Clay,8.69,22.07,Yes,Yes,No,Airways,Yes,Wealthy,No
0.47,15,8,239,Aluminium,4.85,20.82,Yes,No,Yes,Waterways,No,Working Class,Yes
0.12,7,5,,Bronze,6.39,22.09,No,No,Yes,Roadways,No,Wealthy,No
0.68,,,16283,Bronze,94.84,40.19,No,No,No,,No,Working Class,No
0.01,23,11,575,Wood,3.39,24.05,No,No,No,Airways,No,Wealthy,No
0.24,4,4,234,Brass,4.49,12.6,No,Yes,Yes,Roadways,No,Working Class,No
0.3,,10,288400,Stone,1242.04,99.16,No,No,No,,No,Working Class,No
0.96,12,7,30870,Marble,308.33,44.56,No,No,Yes,Waterways,No,Working Class,Yes
0.26,20,10,958,Aluminium,3.75,22.36,No,No,No,Roadways,No,Working Class,No
0.29,26,12,629,Aluminium,5.59,11.15,Yes,No,Yes,Waterways,No,Working Class,
0.57,4,4,13,Wood,6.58,14.92,No,No,No,,No,Working Class,No
0.61,17,10,995,Aluminium,5.9,23.21,Yes,No,No,Airways,No,Working Class,
0.75,30,12,3155,Clay,7.75,21.02,Yes,No,No,Waterways,Yes,Working Class,No
0.2,3,2,,,4.69,18.32,No,No,No,Waterways,No,Working Class,No
0.65,40,26,18169592,Stone,162583.13,77.98,Yes,Yes,No,Airways,No,Working Class,No
0.31,,4,237,Bronze,3.52,24.94,No,Yes,No,Airways,No,Working Class,No
0.46,13,6,300,Aluminium,5.21,22.16,No,Yes,Yes,,No,Wealthy,
,22,8,1843,Clay,3.56,14.35,No,No,No,,Yes,Working Class,No
0.12,32,,28817,Bronze,71.9,58.97,No,No,Yes,Roadways,No,Working Class,No
0.64,10,4,,Bronze,5.32,14.3,No,No,Yes,,No,Working Class,No
0.43,29,13,1455,,6.89,20.55,No,No,No,Airways,No,Working Class,No
0.36,21,10,,Wood,5.87,19.52,Yes,Yes,Yes,,No,Working Class,
0.49,29,8,7991,Bronze,18.89,54.2,No,Yes,No,Airways,No,Working Class,Yes
0.37,20,16,680,Wood,6.06,20.7,No,Yes,No,Roadways,No,Wealthy,No
0.33,18,,7082,Brass,21.01,32.12,No,No,No,,No,Working Class,No
0.03,19,6,916,Clay,3.02,11.85,No,No,No,Roadways,Yes,Working Class,No
0.26,13,8,71725,Stone,158.91,51.46,No,No,No,Waterways,No,Working Class,Yes
0.24,10,,295,Clay,5.86,10.19,No,No,No,Roadways,Yes,Working Class,No
0.21,10,5,54,Wood,5.32,23.75,Yes,No,No,Waterways,No,Working Class,No
0.11,15,7,5263,Brass,5.07,57.29,No,No,No,Waterways,No,Working Class,No
0.64,6,5,148,Aluminium,4.29,12.71,No,No,Yes,Roadways,No,Working Class,
0.11,18,6,79769,Stone,91.87,57.85,No,No,No,Roadways,No,Working Class,
0.89,36,25,102707,Brass,105.91,49.88,No,Yes,No,Airways,No,Wealthy,No
0.91,11,8,1054,Clay,7.82,23.68,No,No,Yes,Roadways,Yes,Wealthy,No
0.58,29,20,1210684,Marble,9703.37,35.42,No,Yes,Yes,Roadways,No,Working Class,No
0.66,30,13,433,Wood,3.29,23.31,No,Yes,No,Airways,No,Wealthy,No
0.31,42,17,3628805,Marble,9308.65,61.24,No,No,No,Roadways,Yes,Working Class,No
,4,4,,Bronze,6.75,10.79,No,Yes,Yes,,No,Wealthy,Yes
0.47,20,7,649,Aluminium,6.69,13.2,Yes,No,No,Roadways,No,Working Class,No
0.37,5,3,204,Brass,3.84,19.15,Yes,No,No,Airways,No,Working Class,Yes
0.27,33,17,12511,Bronze,11.65,44.63,No,Yes,No,,No,Wealthy,No
0.43,12,6,420,Clay,5.54,21.69,No,Yes,Yes,Airways,Yes,Working Class,No
0.15,22,7,687,Aluminium,5.38,17.88,Yes,Yes,No,Airways,No,Working Class,Yes
0.54,7,5,,Marble,7.4,14.17,No,No,No,Roadways,No,Working Class,No
0.01,24,,506206,Marble,330.3,62.54,No,No,No,,No,Working Class,No
0.42,29,17,1612572,Marble,3635.58,83.87,No,No,No,Roadways,No,Working Class,No
0.71,38,12,73978,Brass,627.32,27.15,No,Yes,No,Airways,No,Wealthy,No
0.38,12,6,45723,Stone,160.25,98.81,No,Yes,Yes,Airways,No,Working Class,No
0.28,,,67268,Brass,376.7,99.29,No,No,No,Waterways,No,Working Class,No
0.98,18,9,2201,Clay,5.26,16.56,No,No,Yes,Roadways,Yes,Wealthy,Yes
0.45,26,9,1129,Aluminium,3.33,20.39,Yes,Yes,No,Airways,No,Wealthy,Yes
0.89,20,6,1136,Clay,5.19,13.91,No,Yes,Yes,Roadways,Yes,Working Class,No
0.39,36,10,1596,Clay,3.72,17.09,No,No,No,Roadways,Yes,Working Class,No
0.89,29,9,373961,Marble,1282.84,36.11,No,No,Yes,Roadways,No,Working Class,No
0.29,10,4,6711,Marble,29.8,95.45,Yes,No,No,Waterways,No,Working Class,No
0.29,46,14,1173,Aluminium,4.07,12.34,Yes,No,No,Airways,No,Working Class,No
0.27,29,6,2193,Clay,7.01,21.92,No,No,No,Roadways,Yes,Working Class,No
0.21,27,13,41192,Brass,74.91,96.95,No,No,No,Roadways,No,Wealthy,Yes
0.42,10,4,79,Wood,3.64,16.57,Yes,Yes,Yes,Airways,No,Wealthy,No
0.37,10,4,657,Brass,6.86,12.16,No,No,Yes,,No,Working Class,
0.8,22,6,76992,Marble,613.8,77.21,Yes,Yes,No,Airways,No,Working Class,No
0.03,35,20,,,13.46,13.49,Yes,No,No,,No,Working Class,
0.25,16,6,532,Aluminium,4.57,20.42,Yes,No,No,Airways,No,Working Class,No
0.34,37,10,2924,Clay,6.8,22.98,No,No,Yes,Waterways,Yes,Working Class,No
0.83,13,8,1160,,6.34,10.69,No,No,No,Roadways,Yes,Working Class,No
0.36,3,2,32,Bronze,6.13,11.74,Yes,No,No,Waterways,No,Working Class,No
0,38,9,2169,Aluminium,5.31,20.45,Yes,Yes,No,,No,Wealthy,
0.16,4,3,370,Marble,3.02,11.92,Yes,Yes,No,Airways,No,Working Class,No
0.64,16,6,22767,Stone,47.3,50.89,No,No,No,Roadways,No,Working Class,No
0.88,26,10,237,,6.13,11.51,No,Yes,Yes,,No,Working Class,No
0.94,23,9,904,Aluminium,5.07,17.85,Yes,No,No,Airways,No,Wealthy,No
0.12,31,12,682450,Marble,621.03,78.97,No,No,Yes,,No,Working Class,No
0.64,20,12,1485,Clay,10.15,16.85,No,No,No,Roadways,Yes,Working Class,No
0.7,10,4,10608,Stone,66.19,40.13,No,No,No,Roadways,No,Working Class,Yes
0.39,11,8,320,Aluminium,6.65,16.93,No,Yes,Yes,Airways,No,Wealthy,No
0.24,43,8,456964,,804.58,25.23,Yes,No,No,,No,Working Class,Yes
0.84,25,10,1071,Aluminium,11.48,22.39,No,No,Yes,Roadways,No,Working Class,No
,36,,4849709,Marble,9212.61,33.14,Yes,Yes,Yes,,Yes,Working Class,No
0.1,11,7,291,,6.7,12.48,No,No,No,Roadways,No,Working Class,No
0.28,4,4,40,Clay,5.27,22.62,No,No,No,Roadways,Yes,Working Class,Yes
0.37,29,15,23679,Bronze,9.34,96.52,No,No,Yes,Waterways,No,Working Class,No
0.89,36,14,948,Wood,4.75,19,No,No,No,Roadways,No,Working Class,No
0.09,6,5,7399,Stone,5.35,57.8,No,No,No,Airways,No,Working Class,Yes
0.76,21,7,4604,,8.66,23.89,No,No,No,,No,Working Class,No
0.88,12,7,3664,Brass,21.51,16.95,No,No,No,Waterways,No,Working Class,No
0.09,10,4,59,Wood,5.3,15.74,Yes,Yes,No,,No,Working Class,No
,10,5,22100,Stone,75.16,25.81,Yes,No,Yes,,No,Working Class,No
0.36,54,14,19089,Clay,34.11,55.08,Yes,No,No,,Yes,Working Class,
0.8,14,7,33889,Marble,118.27,66.28,No,No,No,Roadways,No,Working Class,
0.25,12,8,414,Aluminium,4.04,18.8,No,No,Yes,Roadways,No,Wealthy,No
0.55,9,5,9022,Marble,29.47,66.33,No,Yes,No,Roadways,No,Wealthy,No
0.36,32,13,4405,,19.89,16.25,Yes,Yes,Yes,Airways,Yes,Working Class,No
0.33,13,,21147,Marble,65.71,27.74,No,Yes,Yes,Airways,No,Working Class,No
0.57,25,16,44696,Brass,49.48,25.05,No,No,No,Roadways,No,Working Class,No
0.63,48,16,,Aluminium,15.51,71.25,No,Yes,No,Airways,No,Working Class,No
0.99,4,3,49,Brass,5.95,24.24,Yes,No,No,,No,Working Class,Yes
0.05,47,,4153015,Marble,3569.27,58.73,No,No,Yes,Roadways,Yes,Wealthy,No
0.53,16,7,203,Wood,4.37,18.47,No,Yes,No,Airways,No,Wealthy,No
,20,,214259,Stone,390.36,53.59,Yes,No,Yes,Waterways,No,Working Class,No
0.53,12,6,321,,6.91,11.58,No,No,Yes,,No,Working Class,No
0.69,7,5,219,Clay,6.24,11.89,Yes,No,Yes,Waterways,Yes,Wealthy,No
0.46,12,6,529,Clay,6.25,11.41,Yes,Yes,Yes,Airways,Yes,Wealthy,Yes
0.34,15,7,,Bronze,14.97,13.28,No,Yes,No,Airways,No,Wealthy,No
0.01,,3,505,Marble,4.28,12.03,No,No,No,,No,Working Class,
0.19,16,6,,Wood,3.26,22.55,Yes,No,Yes,Waterways,No,Working Class,No
0.4,26,17,5941,Clay,4.03,77.32,No,Yes,No,,Yes,Working Class,No
0.54,40,17,87060,Brass,368.3,29.75,No,No,Yes,Roadways,No,Wealthy,No
0.56,,7,673,Clay,4.27,15.01,No,No,No,Roadways,Yes,Working Class,Yes
0.17,13,7,285,Clay,6.96,17.34,Yes,Yes,No,Airways,Yes,Working Class,No
0,20,11,435856,Stone,881.93,26.69,Yes,Yes,No,Airways,No,Working Class,No
0.61,8,5,677,Brass,5.18,20.68,Yes,No,No,Waterways,No,Working Class,No
0.58,29,8,3048,Clay,10.55,14.48,Yes,No,Yes,Waterways,Yes,Working Class,No
0.16,,16,938854,Stone,3816.71,81.25,Yes,Yes,Yes,Airways,No,Working Class,No
0.73,10,4,106,Clay,4.71,16.46,Yes,No,No,Waterways,Yes,Working Class,No
0.39,38,22,1004,Wood,5.57,22.88,No,No,Yes,Roadways,No,Working Class,No
0.45,15,6,44766,Marble,157.19,69.88,No,Yes,Yes,Airways,No,Working Class,No
,26,,13330,Brass,48.22,79.12,Yes,No,No,Waterways,No,Working Class,No
,21,8,177,Wood,4.05,24.09,Yes,No,No,,No,Working Class,No
0.9,33,,1234634,Marble,8088.05,63.38,No,Yes,Yes,,No,Wealthy,No
,35,10,411694,Marble,1288.15,96.08,No,Yes,No,Airways,No,Working Class,Yes
0.36,32,11,1972298,Stone,4331.51,25.04,No,No,Yes,,No,Working Class,Yes
0.84,21,7,505,Aluminium,4.96,17.24,No,Yes,Yes,,No,Wealthy,
0.75,11,7,319,Aluminium,3.1,16.54,Yes,No,Yes,Waterways,No,Wealthy,Yes
0.48,,12,872,,3.09,19.01,Yes,Yes,No,,No,Wealthy,No
0.5,26,7,6831,Bronze,11.16,77.01,No,No,No,Airways,No,Working Class,Yes
0.38,17,6,278,Aluminium,3.59,13.45,No,Yes,No,,No,Working Class,Yes
0.98,17,7,343,Aluminium,6.81,10.13,Yes,No,No,Waterways,No,Working Class,No
0.22,34,,1371,Wood,4.94,11.05,Yes,Yes,Yes,,No,Working Class,No
0.62,29,9,583676,Stone,383.13,48.71,Yes,No,Yes,Airways,No,Wealthy,No
0.51,15,7,,Stone,331.42,80.37,No,Yes,Yes,Airways,No,Wealthy,No
0.18,29,10,440660,Marble,1190.13,39.71,No,No,No,Roadways,No,Working Class,No
,9,4,,Stone,76.13,92.16,No,No,No,,No,Working Class,No
,11,8,,Marble,41.56,91.41,Yes,No,No,Airways,No,Working Class,No
0.57,6,4,742,Marble,6.65,16,No,No,Yes,Roadways,No,Working Class,Yes
0.88,6,5,,,11.62,12.9,Yes,No,No,Waterways,No,Working Class,No
0.23,,,3639,Brass,13.8,24.07,No,Yes,No,,No,Wealthy,No
0.14,30,,,,4.47,13.92,No,No,Yes,Roadways,Yes,Working Class,
0.76,31,19,39961,Bronze,173.74,80.04,Yes,No,Yes,Waterways,No,Working Class,No
0.05,14,8,2119,Bronze,6.94,17.43,No,Yes,Yes,Airways,No,Working Class,No
0.44,23,7,179,Wood,4.37,24.29,No,Yes,No,Airways,No,Working Class,No
0.45,17,16,964,Aluminium,5.52,20.35,No,Yes,No,Airways,No,Wealthy,No
0.32,26,11,9830,Bronze,10.45,31.76,No,No,No,Roadways,No,Working Class,No
0.13,29,12,52314,Brass,149.72,63.45,No,Yes,Yes,Airways,No,Working Class,No
0.29,28,11,1082957,Stone,4029.79,54.61,No,No,No,Roadways,No,Working Class,No
0.58,30,7,12637,Brass,19.61,25.7,No,No,No,Roadways,No,Working Class,No
0.36,9,4,354,Bronze,4.48,22.27,Yes,Yes,Yes,Airways,No,Working Class,Yes
0.38,5,3,410,,4.78,24.21,No,No,No,,No,Working Class,No
0.29,25,7,10292,Brass,54.75,75.41,Yes,No,No,Roadways,No,Wealthy,No
0.47,,6,270,Aluminium,6.65,14.65,No,No,No,Airways,No,Working Class,No
0.12,21,12,372,Wood,3.41,14.53,No,Yes,Yes,Airways,No,Working Class,No
0.47,32,7,287,Wood,4.18,13.75,No,No,Yes,Roadways,No,Working Class,No
0.88,53,,35948,Clay,147.18,95.63,Yes,Yes,No,Airways,Yes,Wealthy,No
0.17,36,11,55561,Brass,226.71,79.41,Yes,Yes,No,Airways,No,Wealthy,
0.37,18,,555032,Stone,1585.6,75.79,No,No,No,,No,Working Class,No
0.47,32,9,458,Wood,5.34,16.62,No,No,No,Roadways,No,Working Class,Yes
0.06,31,11,349796,Marble,1003.69,45.79,No,No,Yes,Waterways,No,Working Class,Yes
0.03,3,2,94,Marble,5.01,17.01,No,No,No,,No,Working Class,No
0.88,9,5,7237,Marble,35.37,63.87,No,No,Yes,Airways,No,Working Class,No
0.81,10,,225,Clay,4.43,21.2,Yes,Yes,No,Airways,Yes,Working Class,No
0.21,21,11,16455,Brass,31.44,77.94,No,Yes,Yes,Airways,No,Working Class,No
0.52,47,23,283304,Brass,891.66,53.27,Yes,Yes,Yes,Airways,No,Wealthy,No
0.19,11,8,450,Clay,6.93,23.66,No,Yes,Yes,Roadways,Yes,Wealthy,Yes
0.68,34,,11094,,29.44,25.18,Yes,Yes,No,Airways,Yes,Wealthy,No
0.42,35,,36150,Brass,20.28,62.46,Yes,No,No,,No,Working Class,Yes
0.46,17,10,153330,Stone,548.33,75.24,Yes,No,No,Waterways,No,Working Class,Yes
0.58,37,15,115674,Brass,354.45,67.11,Yes,Yes,No,Airways,No,Working Class,Yes
0.51,35,16,80780,,247.51,32.58,No,No,No,,No,Working Class,
,23,,2889895,Stone,6374.48,89.63,Yes,Yes,No,Airways,No,Working Class,Yes
0.24,46,20,1924,,6.25,10.84,Yes,Yes,No,,No,Wealthy,
0.49,12,7,31612,,25.72,47.35,No,Yes,No,Airways,No,Working Class,Yes
0.18,17,10,768,Aluminium,4.3,24.85,Yes,No,Yes,Waterways,No,Working Class,Yes
0.41,7,5,4647,,13.86,15.9,Yes,Yes,No,Airways,No,Wealthy,No
0.16,29,12,20525,Bronze,31.51,91.05,Yes,No,Yes,Waterways,No,Working Class,No
0.42,25,11,1377,Aluminium,5.54,20.12,No,No,No,,No,Working Class,No
0.29,18,12,10983,Bronze,19.57,33.11,No,Yes,No,Airways,No,Wealthy,No
0.19,17,9,58581,Marble,18.79,81.03,Yes,No,Yes,Waterways,No,Working Class,No
0.84,5,4,,,4.47,11.29,Yes,Yes,No,,No,Working Class,Yes
0.57,10,5,314,Clay,3.57,21.14,No,No,Yes,Roadways,Yes,Working Class,No
0.31,5,5,29,Wood,4.11,16.01,Yes,Yes,Yes,Airways,No,Working Class,No
,47,32,47544217,Stone,230578.77,72.83,No,Yes,Yes,,No,Working Class,Yes
0.77,6,5,409,Bronze,4.56,21.52,Yes,No,No,Waterways,No,Working Class,No
0.72,30,8,16417,Brass,85.12,72.57,No,Yes,No,Roadways,No,Wealthy,No
0.71,6,4,,,5.84,22.09,No,Yes,No,Roadways,Yes,Working Class,No
0.48,,32,36339,Clay,17.92,99.19,No,No,No,Roadways,Yes,Working Class,No
0.41,31,15,6532,Clay,5.56,82.17,Yes,Yes,No,Airways,Yes,Working Class,No
0.44,34,8,812,Aluminium,3.87,19.54,Yes,Yes,No,Airways,No,Working Class,No
0.69,19,7,230,Wood,6.83,23.71,No,No,No,Waterways,No,Working Class,No
0.31,7,5,,Brass,4.89,22.94,No,No,No,Waterways,No,Working Class,No
0.74,,14,902,Wood,6.35,23.74,No,No,Yes,Roadways,No,Working Class,No
0.86,20,12,397,Wood,5.1,19.91,No,No,No,Waterways,No,Working Class,No
0.36,23,9,495810,Stone,434.38,84.02,No,Yes,Yes,Roadways,No,Wealthy,No
,19,,289823,Stone,2449.93,33.5,Yes,No,No,Waterways,No,Working Class,No
0.53,23,10,15608,Brass,45.75,78.35,No,No,Yes,Airways,No,Working Class,No
,15,6,2016,Bronze,5.15,14.69,No,No,No,,No,Working Class,No
0.29,3,2,13,Bronze,5.99,21.75,No,Yes,Yes,Airways,No,Wealthy,No
0.24,7,4,3816,Stone,11.32,19.28,No,Yes,No,Airways,No,Working Class,No
0.33,24,16,28999,Bronze,24.88,70.83,No,No,No,Roadways,No,Working Class,No
0.8,35,10,822,Wood,6.84,24.37,Yes,No,No,Waterways,No,Working Class,Yes
,5,5,,,6.66,12.89,No,Yes,Yes,Airways,No,Working Class,No
0.49,7,5,186,,4.73,17.08,Yes,Yes,No,Airways,Yes,Wealthy,No
,44,26,17390,Clay,75.27,57.68,No,No,Yes,Roadways,Yes,Working Class,No
